case_id,event_order,event_type,agent_id,ts_label,payload_json,created_step
RC00000005,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000005 opened from transaction TX0000000455; P2 priority.""}",455
RC00000005,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000005903 generated a CASH_OUT transaction for USD 2723.40. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: CASH_OUT amount USD 2723.40.""}",455
RC00000005,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""C000013184 has risk score 90; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 90.""}",455
RC00000005,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-145.""}",455
RC00000005,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",455
RC00000005,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":54,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000005; keep under review pending confirmation."",""file"":""recommended_action_RC00000005.md"",""cited"":[{""f"":""customer_pattern_RC00000005.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000005.md"",""a"":""merchant""},{""f"":""network_graph_RC00000005.json"",""a"":""network""},{""f"":""policy_match_RC00000005.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 2723.40 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_145 as an elevated-risk signal.""}]}",455
RC00000006,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000006 opened from transaction TX0000000492; P2 priority.""}",492
RC00000006,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000006384 generated a PAYMENT transaction for USD 2627.30. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: PAYMENT amount USD 2627.30.""}",492
RC00000006,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""M00004330 has risk score 91; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 91.""}",492
RC00000006,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-146.""}",492
RC00000006,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",492
RC00000006,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":54,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000006; keep under review pending confirmation."",""file"":""recommended_action_RC00000006.md"",""cited"":[{""f"":""customer_pattern_RC00000006.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000006.md"",""a"":""merchant""},{""f"":""network_graph_RC00000006.json"",""a"":""network""},{""f"":""policy_match_RC00000006.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 2627.30 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_146 as an elevated-risk signal.""}]}",492
RC00000007,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000007 opened from transaction TX0000000613; P2 priority.""}",613
RC00000007,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000007957 generated a CASH_OUT transaction for USD 1900.80. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: CASH_OUT amount USD 1900.80.""}",613
RC00000007,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""C000017766 has risk score 90; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 90.""}",613
RC00000007,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-147.""}",613
RC00000007,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",613
RC00000007,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":53,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000007; keep under review pending confirmation."",""file"":""recommended_action_RC00000007.md"",""cited"":[{""f"":""customer_pattern_RC00000007.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000007.md"",""a"":""merchant""},{""f"":""network_graph_RC00000007.json"",""a"":""network""},{""f"":""policy_match_RC00000007.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 1900.80 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_147 as an elevated-risk signal.""}]}",613
RC00000008,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000008 opened from transaction TX0000000650; P1 priority.""}",650
RC00000008,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000008438 generated a PAYMENT transaction for USD 4290.00. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: PAYMENT amount USD 4290.00.""}",650
RC00000008,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""M00002332 has risk score 91; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 91.""}",650
RC00000008,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 92."",""finding"":""Graph risk edge observed; cluster RING-148.""}",650
RC00000008,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends hold, escalation, and dispute workflow."",""finding"":""Auto-hold and fraud-ops escalation.""}",650
RC00000008,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":91,""confidence"":0.91,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""policy"",""label"":""Policy"",""level"":""AUTO-HOLD"",""tone"":""warn""}],""narrative"":""High-confidence fraud investigation for RC00000008; keep the transaction held and open dispute workflow."",""file"":""recommended_action_RC00000008.md"",""cited"":[{""f"":""customer_pattern_RC00000008.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000008.md"",""a"":""merchant""},{""f"":""network_graph_RC00000008.json"",""a"":""network""},{""f"":""policy_match_RC00000008.md"",""a"":""policy""}],""actions"":[{""t"":""Hold transaction"",""d"":""Keep USD 4290.00 held pending fraud-ops review.""},{""t"":""Open dispute case"",""d"":""Start customer-confirmation and dispute workflow.""},{""t"":""Write pattern memory"",""d"":""Persist cluster_RING_148 as a future recall signal.""}]}",650
RC00000009,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000009 opened from transaction TX0000000667; P1 priority.""}",667
RC00000009,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000008659 generated a TRANSFER transaction for USD 14064.00. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: TRANSFER amount USD 14064.00.""}",667
RC00000009,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""C000019332 has risk score 26; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 26.""}",667
RC00000009,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 92."",""finding"":""Graph risk edge observed; cluster RING-149.""}",667
RC00000009,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends hold, escalation, and dispute workflow."",""finding"":""Auto-hold and fraud-ops escalation.""}",667
RC00000009,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":94,""confidence"":0.91,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""MED"",""tone"":""warn""},{""agent"":""network"",""label"":""Network"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""policy"",""label"":""Policy"",""level"":""AUTO-HOLD"",""tone"":""warn""}],""narrative"":""High-confidence fraud investigation for RC00000009; keep the transaction held and open dispute workflow."",""file"":""recommended_action_RC00000009.md"",""cited"":[{""f"":""customer_pattern_RC00000009.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000009.md"",""a"":""merchant""},{""f"":""network_graph_RC00000009.json"",""a"":""network""},{""f"":""policy_match_RC00000009.md"",""a"":""policy""}],""actions"":[{""t"":""Hold transaction"",""d"":""Keep USD 14064.00 held pending fraud-ops review.""},{""t"":""Open dispute case"",""d"":""Start customer-confirmation and dispute workflow.""},{""t"":""Write pattern memory"",""d"":""Persist cluster_RING_149 as a future recall signal.""}]}",667
RC00000010,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000010 opened from transaction TX0000000808; P2 priority.""}",64
RC00000010,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000010492 generated a PAYMENT transaction for USD 1210.30. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: PAYMENT amount USD 1210.30.""}",64
RC00000010,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""M00000334 has risk score 91; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 91.""}",64
RC00000010,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-150.""}",64
RC00000010,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",64
RC00000010,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":53,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000010; keep under review pending confirmation."",""file"":""recommended_action_RC00000010.md"",""cited"":[{""f"":""customer_pattern_RC00000010.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000010.md"",""a"":""merchant""},{""f"":""network_graph_RC00000010.json"",""a"":""network""},{""f"":""policy_match_RC00000010.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 1210.30 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_150 as an elevated-risk signal.""}]}",64
RC00000011,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000011 opened from transaction TX0000000845; P2 priority.""}",101
RC00000011,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000010973 generated a PAYMENT transaction for USD 1328.40. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: PAYMENT amount USD 1328.40.""}",101
RC00000011,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""M00001037 has risk score 92; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 92.""}",101
RC00000011,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-151.""}",101
RC00000011,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",101
RC00000011,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":53,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000011; keep under review pending confirmation."",""file"":""recommended_action_RC00000011.md"",""cited"":[{""f"":""customer_pattern_RC00000011.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000011.md"",""a"":""merchant""},{""f"":""network_graph_RC00000011.json"",""a"":""network""},{""f"":""policy_match_RC00000011.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 1328.40 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_151 as an elevated-risk signal.""}]}",101
RC00000012,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000012 opened from transaction TX0000001030; P2 priority.""}",286
RC00000012,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000013378 generated a PAYMENT transaction for USD 3970.40. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: PAYMENT amount USD 3970.40.""}",286
RC00000012,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""M00004552 has risk score 97; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 97.""}",286
RC00000012,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-152.""}",286
RC00000012,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",286
RC00000012,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":57,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000012; keep under review pending confirmation."",""file"":""recommended_action_RC00000012.md"",""cited"":[{""f"":""customer_pattern_RC00000012.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000012.md"",""a"":""merchant""},{""f"":""network_graph_RC00000012.json"",""a"":""network""},{""f"":""policy_match_RC00000012.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 3970.40 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_152 as an elevated-risk signal.""}]}",286
RC00000013,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000013 opened from transaction TX0000001225; P2 priority.""}",481
RC00000013,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000015913 generated a TRANSFER transaction for USD 3080.40. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: TRANSFER amount USD 3080.40.""}",481
RC00000013,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""C000015514 has risk score 98; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 98.""}",481
RC00000013,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-153.""}",481
RC00000013,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",481
